text,rating,movie,label
"Good animation and great story. The Land Before time is big story about frendship and family and that's best thing what u can offer for child, or even for an adult.",4.0,land_before_time_x_the_great_longneck_migration,positive
This ones kinda sad.,5.0,land_before_time_x_the_great_longneck_migration,positive
"Worst Illumination movie always made, information technology ' s the definition of what the studio get become, a greedy movie studio that only deal about making money sort of than fine art.",1.0,augmented,negative
It was a really nice movie we loved it,5.0,migration_2023,positive
hang glider camera men? flying broomsticks? hired superman? i don't know how they did it.,3.5,winged_migration,positive
Good family friendly movie with an interesting story line.,3.5,migration_2023,positive
"A movie standing out from its flock in a bad way. ""Migration"" gave PIXAR a bad look while its humor isn't bad and probably a joy ride for little kids.",2.0,migration_2023,negative
that was warming to see grandpa an dad fight off the sharpteeth,5.0,land_before_time_x_the_great_longneck_migration,positive
The movie is simple and heartwarming.,5.0,migration_2023,positive
"Amazing, beautiful, gorgeous.",5.0,winged_migration,positive
"A literally uplifting documentary about birds and their migration. Beautiful scenery, animals, and a music score.",4.0,winged_migration,positive
"Easily, the best Land Before Time sequel yet, this film has allot of heart, allot of charm, a decent story, decent animation, really likable characters, and decent songs",4.0,land_before_time_x_the_great_longneck_migration,positive
This wasn't very interesting,2.5,winged_migration,neutral
"i've been watching a whole lot of documentaries lately, so i thought i would inaugurate the new multi-rating function with a little special entry about them. luckily, they were all worth watching too, covering all types of documentaries available.. from biography to nature to crime. [indent][font=Georgia][size=5][i]Spellbound[/i][/size][/font] [/indent] this warm, wonderful documentary follows a handful of young teenagers, all of whom have qualified through regional spelling bees to compete at the national spelling bee in Washington D.C. while many documentaries are about darker subjects such as corruption, social problems and crime, this one's all happy as we get to follow how all of these hard-working, bright young kids make their way to the final, and then finally compete against each other in a duel of spelling words that i don't even know half the time. each teen has a different background, and come from all over the US. while you may find yourself rooting for a favorite, there's no denying that you feel for all of them. at the end of the day, one of them will be declared the winner, but the others are not sore losers either. it's definitely refreshing to see such a fun, happy and positive documentary for once. **** stars out of five. [indent][font=Georgia][size=5][i]Capturing the Friedmans[/i][/size][/font] [/indent] now here's a gem of a documentary. it follows the true story of the Friedman family, whose father was exposed as a pedophile out of the blue, something that destroyed this family forever. while the story it tells isn't exactly a new subject, it certainly has a lot going for it that many other documentaries don't and that's it's abundance of home video footage, shot by the Friedman family themselves, who for some reason let the camera roll even during some of their absolutely darkest moments. this gives us the viewers insight to what it truly was like for them during this difficult time, something you really can't get from 15+ years later interviews. the documentary has those too, obviously, but the most fascinating thing is definitely the home video footage that truly captured the Friedmans. it's a fascinating film, and one that let's you decide what you think is the truth or not. **** stars out of five. [indent][font=Georgia][size=5][i]The Thin Blue Line[/i][/size][/font] [/indent] Errol Morris (recently Oscar-nominated for [b]The Fog of War[/b]) made this famous documentary back in the 80's about a man named Randall Adams who was framed and wrongfully convicted of murdering a police officer in Dallas, Texas in 1975. having watched this documentary, it truly boggles the mind how it could go so wrong, and how this innocent man could end up in prison for over 10 years when this documentary gives us the truth of what really happened in such a simple, logical way. Morris blends interviews with everyone involved with the case, some of who tell the truth, some who bend it, and some who flat-out lie. mixed with that is recreations of what happened that night, and it's all set to music by Philip Glass. while it's a relatively straight-forward documentary, the most powerful and gratifying thing about it is the fact that it got Randall Adams' case reopened, and got him exonorated for the crime. **** stars out of five. [indent][font=Georgia][size=5][i]Winged Migration[/i][/size][/font] [/indent] it's possible you'll never see a more beautifully filmed nature documentary than this, to be honest. while watching it, you may think to yourself that you can't quite understand how they actually managed to film it the way they did. it's not a documentary that gives us much of any new knowledge of why birds migrate, but it sure is visually outstanding and thankfully it's not ruined by a narrator talking throughout. Jacques Perrin, the director, chose to set it to music instead and for that i'm thankful. while certain parts of the documentary is obviously staged for dramatic effect, for example to show the perils birds face, both natural and unnatural, those bits don't ruin the film at all, even if i would've preferred one without anything staged. Winged Migration is a wonderful nature documentary that really shows us some of the most majestic images you'll ever likely to see on celluloid. **** stars out of five. [indent][font=Georgia][size=5][i]Crumb[/i][/size][/font] [/indent] i honestly didn't know too much about Robert Crumb the person before watching this, and besides learning that he's a pervert with some seriously bizarre things mixed into it, i didn't really know that much more about him when i walked out. that's not to say that this is a waste of time or anything, but definitely a tad disappointing as it felt a bit aimless in it's depiction of Crumb and his family. something it does deserve praise for though is that it's almost brutally honest about just about everything. Crumb is likely one of the most twisted artists you can find, and this documentary sure doesn't sugarcoat him. he's not a bad person or anything, but he's certainly not the most well-adapted normal person you'd ever meet. but then again, had he been normal, he probably would never have made the comics he is now world famous for, and many of the comics he's made in the past 40 years are certainly very good. it's too bad the documentary didn't turn out to be as good as i imagined, but it's definitely worth watching anyway, if only for it's brutal honesty. ***½ stars out of five.",4.0,winged_migration,positive
"Although the cinematography was quite beautiful, when one finds out during the "" Making of "" segment of the DVD that these birds were merely trained puppets it really takes the air off of the wings. I should have known when I saw the Canada geese in the middle of the Chiliad Canyon (Come on! since when do they land in the middle of the desert?) - and when they just happened to land near an old jalopy in the middle of nowhere and drink water that just happened to be trickling from the sideboard I began to see what was going on. Granted, I agnise that they were filming these birds from ultralight aircraft, and to get some of these scenes they had to be middling staged - but to have stolen these birds from the nest and raised them merely to complete a few scenes in a pompous French film that had to take a few swipes at America (we trash our deserts) borders on animal cruelty. The only migratory flights these birds made were on Lufthansa Airlines. They were shipped to the locations in tiny crates - worse conditions than the cages in the trapper ' s boat in the Amazon. And to have allowed - or should I say - forced one bird through an oil slick in an Eastern Europe factory site just to make an environmental point is just sickening. Then you see that they basically wired a stork ' s legs to the back of on ox - drawn cart to set up some romantic shot of birds gliding through a rice paddy in the midsection of China - (Is that the same bird that you see them gloat astir saving in the "" Making of "" segment?) All this with a grandiose narrative and that annoying French opera music in the background really starts to get on the nerves after a while. They claim that this is neither a documentary nor a work of fiction, and I kind of wished they [i] had [/ i] made it a work of fiction. At least then you would realize that what you were dealing with had no basis in reality. Finally, you have to wonder what happened to the birds after the filming was over - we all know how fond the French are of goose liver pate. And they ' re known for the way that they prepare duck for the table. Bon appetit!",1.0,augmented,negative
Funny in 1 hour and 23 minutes. A success on home media.,5.0,migration_2023,positive
This movie was simple but cute and funny. My 14 year old son and 3 year old daughter both enjoyed it as well!,4.0,migration_2023,positive
"I love birds. I love nature and prettiness. Every time I watch this, it takes my breath away. I saw it twice in theaters, and I don't know how many times I've watched it at home. One of my alltime favorites--it even makes me cry! Silly birdies!",5.0,winged_migration,positive
Beautiful. You will never look at that V of migrating birds in the same way again.,4.5,winged_migration,positive
"I liked the birds that ran on the surface of the water the best, they were so funny.",4.0,winged_migration,positive
"Refresh from minions content, finally something that I enjoy and understand, very great animated motion picture!",4.5,migration_2023,positive
"If one of the aims of art is to enhance one's appreciation of the beauty of nature, then the film succeeds as art.",4.5,winged_migration,positive
god this was too good,4.0,migration_2023,positive
"With little iffy content and plenty of humor, this Mike White co-written comedy is a charming choice for all ages to watch together. Migration is best suited for the big screen: The swooping action and in-your-face visuals put viewers in flight alongside the Mallards.",4.5,migration_2023,positive
"Information technology was precious, but many unrealistic affair occurred in the film, which power blur untried saucy kids that are reader & questioning & ask a lot of questions!",3.0,augmented,neutral
"This cartoony movie is so incredibly boring, and lame as all other Illumination films (except The Super Mario Bros Movie ). The animation on the cartoony characters are so cheaply ugly as the persona from Cloudy With A Chance Of Meatball. Gwen for example her font looks like a chipmunk because she have fat cheeks, which stool her face look like she has a lot of food in her mouth, and she couldn ' t swallow, and her beak is so small and when she starts tomorrow her be stretched out, which is cringed to look at. I much rather see Walter elias disney ' s realistic hand drawn a realistic design hand - drawn animation that doesn ' t look cartoony, and PIXAR ' s professional CGI animation than Illumination ' s cheap cartoony animation. And the characters are so annoying, especially Gwen.",1.0,augmented,negative
"While this movie is rated PG by the MPAA, the chef can be very scary for small fry. Additionally, in that respect are a few other scenes that could live frightening. For this rationality, I would not recommend this movie to anyone nether six years old.",1.0,augmented,negative
Staggeringly beautiful. Needs no words.,4.0,winged_migration,positive
I enjoyed this movie a lot!! Refreshing when you don't have to watch a kids movie and see a main character die or suffer! Loved the plot… and the evil chef was great!! Not sure why they didn't give the actors who did the 2 kids more press… not even shown on main characters of movie cast… voice of Gwen was especially awesome… Pllllllllleeeeeeeeaaaaaaassssssseeeeeee! Must see with kids of any age- and absolutely for those of us without kids!!,3.5,migration_2023,positive
This was a decent family flick and the trailer definitely undersold it. It had a well thought out plot and I didn’t expect such a great music selection. The 90 min tire run time seemed perfect and didn’t feel like it was filled with useless fluff.,3.0,migration_2023,neutral
Very cute movie. Funny and both my grandkids (ages 8 & 5) loved it.,4.5,migration_2023,positive
With some cute caracters and a basic plot,3.5,migration_2023,positive
Could do with an edit but overall mesmerizing... images you'll never forget,3.0,winged_migration,neutral
Washington hoping for good. rattling stupid.,1.0,augmented,negative
"A bedtime story leads Littlefoot and his grandparents on a journey to a new land, where Littlefoot discovers someone who vanished before he was born: his father! Now Littlefoot must decide between two worlds. Will he leave to be with his friends in the Great Valley, or stay behind and start a new life with his father? This is the decision that could forever change The Land Before Time saga.",3.5,land_before_time_x_the_great_longneck_migration,positive
"Filled with beautiful images that I won't soon forget. Take note that it isn't so much a documentary as pretty pictures of birds in flight. (Not only due to the trained birds but the 'making of"" makes clear that some of the events were made in the editing room rather than in nature. Nonetheless, I really enjoyed this film.",4.0,winged_migration,positive
should have stopped with the first one,1.0,land_before_time_x_the_great_longneck_migration,negative
Probably one of the best children films of that year. Honestly speaking I may have went to watch this film at least 3 times with my kids and I enjoyed it each time as if it were the first. You kind of learn to love and admire films like that and this is definitely one of them. Trust me.,5.0,migration_2023,positive
"SFX, stories, and effects are super tabs. Would definitely mind switching tones of movies and books for this one. #14tmoney",4.5,migration_2023,positive
"I recently watched this on my DVD player. I think it's quite good and it's too bad it flopped. (EDIT: No, it didn't, apparently it was a modest success. Not sure where I heard that.) It could have used a bit more dialog; it felt like a big constant action scene. Character arcs felt rushed. The mom was a little too competent, but became more interesting in the second half. Animation looked cool, exciting flying shots. Fact that it was mom and not spunky kid who wanted to migrate was nice departure from usually rebellion cliches. Son does rebel in second half, but it's to save others, so that's also not that cliche. Dad had best arc, learning to overcome fears was gradual and believable. Not ""Finding Nemo,"" but worth checking out.",4.0,migration_2023,positive
"I just don't understand why they couldn't have a narrator whose first language was english and why they couldn't have added real information about the birds...pure visuals is not enough to make a good movie, maybe a good screensaver though",2.5,winged_migration,neutral
Beautiful and pure movie ...love the music.,5.0,winged_migration,positive
"Nothing to see here. Move along. It's not funny, it's heavy on the moralising, and suffers from the usual farm-animal movie problem of reconciling with the fact that people eat the protagonists.",1.0,migration_2023,negative
beautiful. I feel like flying watching this movie. In love with this movie.,5.0,winged_migration,positive
The best parts were shown in the trailer. This movie wasn't funny or cute (except for the very last scene). This movie scared my 6 year old granddaughter and her 7 year old friend. I wouldn't recommend this to other parents.,2.0,migration_2023,negative
good movie..like it..,4.0,land_before_time_x_the_great_longneck_migration,positive
The birds are lovely! Such a beautiful film. Makes me happy.,4.0,winged_migration,positive
Breathtaking footage resulting in a magical story.,4.0,winged_migration,positive
"Amazing animation, whole family loved it. Good story overall and jokes for both the adults and our kid.",4.0,migration_2023,positive
"Beautiful. A true ""bird's eye view"" of the planet over the course of these birds' yearly migrations. Makes you want to grow wings and join them!",3.5,winged_migration,positive
i luv all the land before time movies & i luv it when they sing!!!!!!,5.0,land_before_time_x_the_great_longneck_migration,positive
"beautifully photographed and beautifully filmed there's a large lag in between the footage of the flying birds and the narration, this whole thing could've been a silent film and it still would've flown birds are the most magnificent creatures in the world and it's fascinating to witness their yearly migration to the south, not only that but they can sense the earth's magnetic field much like a compass it's a rough journey braving harsh weather, predators, and environmental challenges caused by mankind almost every type of fowl you can imagine is here from geese to loons to parrots to cranes to penguins to puffins not only are the animals pretty to look at but the flying scenes are shot phenomenally-well, really gives you that sense of going with them whether we're seeing four migrations or more the natural cycle of a bird goes on anywhere in the world bird lovers and documentary-enthusiasts will love this one",4.5,winged_migration,positive
This movie was absolutely beautiful,5.0,winged_migration,positive
"One is ok, 2 are enough..... but 10??? That is far too much",2.0,land_before_time_x_the_great_longneck_migration,negative
It was a wonderful movie with comedy and heart felt moments that every one of all ages can appreciate.,5.0,migration_2023,positive
"WOAH! 2-for-2 for Keegan-Michael Key. Honestly, this movie was quite the adventure. I'm still questioning if we're gonna have a sequel to this movie of them going to the South Pole. Anyways, this movie wasn't that bad. It's definitely more on the upper half of Illumination movies, it still has some flaws and is a forgettable movie.",3.0,migration_2023,neutral
This movie was well made. Could tell they took their time putting it together. The characters were hilarious. The whole story was amazing kept me very engaged and eager to find out what was going to happen next. Papa Mallard was my favorite. He made me laugh. All in all this movie was the best. I would definitely watch it again. ..,5.0,migration_2023,positive
I just wanted it to be longer...,5.0,winged_migration,positive
This was a good movie. I enjoyed it.,3.0,migration_2023,neutral
"While there were plenty of funny moments that had kids laughing, there were also quite a few intense and anxiety-inducing scenes. My kid felt a bit stressed out after watching the movie.",3.0,migration_2023,neutral
It was cute. Great for kids,4.0,migration_2023,positive
"Migration exist family oriented and growth centered animation that isn ' t epic operating theater in particular fresh. However, it ' s entertaining, lined with values and advantageously perform.",3.0,augmented,neutral
Fleshed-out characters lots of humor truly scary threat beautiful scenery mostly realistic emotional content.,5.0,migration_2023,positive
sssssoooooooooooooooooooo drilling! !! !! !!,1.0,augmented,negative
I usually like this boring Breakthrough tv channel hooey. .. this i merely put me to sleep. Literally.,1.0,augmented,negative
It is amazing that the photographers stay so close to birds and documentary their lives. I bet it helps human kind know the nature and animal world better!,4.5,winged_migration,positive
"Not this studios best movie but good, really good.",4.0,migration_2023,positive
there are like 40 of these movies!!! UGH!!,0.5,land_before_time_x_the_great_longneck_migration,negative
"A solidly okay family animated film, with ducks. The plot feels so - thus and predictable, but it ' sulfur also totally euphemistic, and visually beautiful, for what that ' s worth.",3.0,augmented,neutral
"One live hunky dory, two are decent. .. .. merely 10? ?? That be far too much",1.0,augmented,negative
Is cute but besides bland,3.0,augmented,neutral
Can I please be re-incarnated as a migratory bird?,5.0,winged_migration,positive
watchd this in class. amazing how these animals live...,4.0,winged_migration,positive
"This documentary shows people what life is all about powerfully by depicting the birds' migration.I really feel something when watching this movie,I even think it's much better than many great movies I watched before. Life is tough,this is what a lot of movies had been trying to tell us by filming a story of a single mother or ambitious young people or unfortunate guys surviving calamities.But by watching such movies our appreciation to the theme is restrained and weakened due to the reason that these stories happen around us,a story-watching state of mind overrides the awareness and meditation of the film,for example in North Country, not everyone was thinking 'life is cruel' or to be relevant to the theme ,'we need a better law against this problem' when they watched Charlize Theron being sexually harrassed,instead ,it were thoughts and guesses of how would the story continue that actually flipped across their minds. In this Winged Migration there's no such a problem,humans are not birds,we don't concern problems like 'when can I catch a fish in the water?' or 'The air current is not helping,fly higher!' If you come across the same things all the time you'll not notice it, people don't touched by movies of human activities because they've been numb staying in human environment, but for a documentary of the birds,I think most of us will be able to get lucid and objective enough to take note of its general plot and feel the theme profoundly as a spectator of the nature.Dramatic effect isn't the major attraction ,the birds' migration is. Maybe we cannot feel the ordeals the birds had been through ,but we can definitely see their difficulties. Feeling the pain doesn't necessarily allow you to conclude somthing,but knowing well how much pain and how many tribulations these birds experienced allows you to appreciate life. As a documentary ,the Winged Migration is flawless .Some people may find it uncomfortable to learn that the birds were actually partially domesticated,but these birds showed a spectacular migration nontheless.Perfect scenery,perfect arrangement of the filming sequence of the migrations of various species.The soundtrack is also excellent,I particularly favor the pieces of the opera-like singing,combined with the picture ,it is purely beautiful. The movie shows two aspects of 'Life'.When we watch a new life struggling out of an egg, it's the opposite of death that we're talking about,usually this aspect brings out our fascination towards the nature;the other aspect is more philosophical and common with our human life,which also means a grand journey full of hardship,all for one purpose:to live.",5.0,winged_migration,positive
"great movie, good editing and the music is cool",4.5,winged_migration,positive
"Great images, but no story. And I agree that learning that they had trained many of the birds was a bit of a downer.",3.5,winged_migration,positive
My 4 year old and I love this film great characters and very funny very enjoyable for both of us (which is good because it’s on repeat) well worth the watch!,5.0,migration_2023,positive
Migration IS THE BEST MOVIE I EVER SEEN IN MY LIFE,5.0,migration_2023,positive
I love the Land Before Time series. It's so cute.,4.0,land_before_time_x_the_great_longneck_migration,positive
One of my favourite documentaries and ranks simply amongst the few that are absolutely stunning in their cinematography. Add to that the brilliant soundtrack and you have one of the grand jewels of documentaries.,4.0,winged_migration,positive
so shocked to find out who little foots father was,5.0,land_before_time_x_the_great_longneck_migration,positive
i cried when i saw this!,2.0,land_before_time_x_the_great_longneck_migration,negative
"While it has great photography, the editing be choppy and very little explanation of what you are view. Well only not great. I might try it over again with the sound sour and my ain music on.",3.0,augmented,neutral
My son loves Land Before Time Movies....,4.5,land_before_time_x_the_great_longneck_migration,positive
"Beautiful and hypnotic. Borders on sleep-inducing, actually.",3.5,winged_migration,positive
I usually like this tiresome Find channel material. .. this unmatchable hardly put me to slumber. Literally.,1.0,augmented,negative
"[ WARNING — SPOILERS] Logically speaking, my review would state that this should be 3 / 5 of the stars. Emotionally however, this movie does not resonate with me. On a personal level, I don ’ t understand how people have found this movie enjoyable or how some of the critics did aswell but those are opinions that are not of me to judge. But here I am, posting a useless rant on a mediocre movie on a Croods (a much better movie than this one) like theme that I will forget in a day. First of all, Mack states that he has had his fear of flying since he was a child which falls under the category of a phobia. He never really portrays it however. Instead, when he finds out he will be alone if he doesn ’ t, he immediately overcomes it with no doubt whatsoever. As a person who experienced a phobia before, this does not go away so quickly nor so efficiently. 1 understand this is a kids movie, but at least make it realistic. And the fact that this is coming from a child should tell the director something. I will leave this to your interpretation however. Second of all, and forgive me if I am ignorant and missed the idea, there was no noticeable character flaw besides the fear that disappeared in a matter of two seconds. It wasn ’ t like Grug who accurately displayed his emotions and got over them, it was more of a wild goose chase to get to Jamaica and have a Disney happy ending (no pun intended.) The plot is also pretty confusing, like why is the chef so determined to kill the ducks? It doesn ’ t make sense at all and there is no logic or reason behind his actions other than he wants to cook them. No chef looks at a duck, grins diabolically and thinks “ I waited my whole life for this and even chased you from a helicopter. ” It kind of dashes the whole point of the movie away. Another thing I would like to mention is how the child is another typical “ I want to be a hero and save the day and wont let you stand in my way, [insert guardian name here] ” like all the other cliche tropes we have grown to forget. He never learns that helium should stop and listen to his parent. Yes, he did a good job by saving the ducks. In fact, atomic number 2 did the correct thing. But his actions have left him and his father arguing over a concept the kid never learns to accept: staying safe and helping others have to work in a balance. This report may represent a false projection of my actual being. I am open and quite optimistic and winning to have many thing the benefit of the doubt much like the married woman. Except that the wife is a bit too optimistic. She is a happy go lucky character with the survival instincts of that potato chip you dropped behind your couch. She also contributed nothing to the movie besides “ opening the eyes of the main character to have no fear or intuition whatsoever. ” And like stated from the above, the children are worst. To be quite honest, there is more I would like to say astir this film but I have already forgotten the majority of the movie thanks to how unreasonably stupid and idiotic this was. However, this was quite bearable unlike most other horrible movies. You guys could have done better, but at least you put in the tiniest bit of effort into this. I hope this opinion didn ’ t take a bad role into you guys and I hope no harm. Thank you for reading and remember that this is only but a drop of negativity in the sea of online rants. Have a nice day.",1.0,augmented,negative
"Worst Illuminance movie e'er made, information technology ' s the definition of what the studio have become, a grabby motion picture studio apartment that only cares about making money kinda than art.",1.0,augmented,negative
"Amazing shots of birds flying isn't enough to get past the fact that...well, there's really nothing more to the movie than that.",3.0,winged_migration,neutral
thither are comparable 40 of these movies! !! UGH!!,1.0,augmented,negative
"Although the cinematography was quite beautiful, when one finds out during the "" Making of "" segment of the DVD that these birds were merely trained puppets it really takes the air off of the wings. I should have known when I view the Canada geese in the middle of the Grand Canyon (Come on! since when do they land in the middle of the desert?) - and when they just happened to land near an old jalopy in the middle of nowhere and drink water that just happened to be trickling from the sideboard I began to see what was going on. Granted, Ace realized that they were filming these birds from ultralight aircraft, and to get some of these scenes they had to be somewhat staged - but to have stolen these birds from the nest and raised them merely to complete a few scenes in a pompous French film that had to rent a few swipes at America (we trash our deserts) borders on animal cruelty. The only migratory flights these birds made were on Lufthansa Airlines. They were shipped to the locations in tiny crates - worse conditions than the cage in the trapper ' s boat in the Amazon. And to have allowed - or should I say - forced one bird through an oil slick in an Eastern Europe factory site just to make an environmental point is just sickening. Then you view that they basically wired a stork ' s legs to the back of on ox - drawn cart to set upwards some romantic shot of birds gliding through a rice paddy in the middle of China - (Is that the same bird that you see them crow about saving in the "" Making of "" segment?) All this with a grandiose narrative and that annoying French opera music in the background really starts to get on the nerves after a while. They claim that this is neither a documentary nor a work of fiction, and I kind of wished they [i] had [/ i] made it a work of fiction. At least then you would realize that what you were dealing with had no basis in reality. Finally, you have to wonder what happened to the birds after the filming was over - we all know how fond the French are of goose liver pate. And they ' re known for the way that they prepare duck for the table. Bon appetit!",1.0,augmented,negative
Better on the big screen. Not for short attention spans.,4.0,winged_migration,positive
excellent video and music as well as flow but the cantonese version is shxt(full of stupid philosophy and 'birds' chat),4.5,winged_migration,positive
Was an adorable movie for children AND adults ! Great story line!,5.0,migration_2023,positive
this is my favorite move. i love the sound track. i can watch it again and again,5.0,winged_migration,positive
"The one I remember from being little get four star, the ones i don ' t get iii",3.0,augmented,neutral
"Despite the fact it seems to be a children's movie, I loved some of the adult humor. I found myself laughing out loud several times. The flying through the clouds scene was sublime.",5.0,migration_2023,positive
Gorgeous Animation! Well rounded characters and overall a good movie Illumination outdid theirselves here,4.0,migration_2023,positive
"Very cute movie. Nice humor. Had 7, 5, 4 and 2 year old with me. 4 and 2 year old were frightened by the chef scene and trapping mother and father bird . Is there any way a movie can be made that does not have a bad guy or scary large characters that frighten the youngest audience?",3.5,migration_2023,positive
perfect! I love this one!,5.0,winged_migration,positive
Check it out HERE ! http://media.www.keeneequinox.com/media/storage/paper537/news/2008/09/04/AE/Direction.Pushes.migration.Sky.High-3413746.shtml,4.5,winged_migration,positive
defintiely loving it..,5.0,land_before_time_x_the_great_longneck_migration,positive
I realy enjoyed this on PBS.,2.0,winged_migration,negative
"Information technology was alright, only the whole use of it was lame.",3.0,augmented,neutral
These comprise and so nettlesome. ..,1.0,augmented,negative
I loved how clever the movie was and so funny!,4.5,migration_2023,positive
"Dude! News flash to Little Foot, adults are a drag! Anyway, the casting was great. Seriously. And I love love love the leafy foods in these films. So tasty looking.",4.5,land_before_time_x_the_great_longneck_migration,positive
"A family of ducks lives on a pond in a New England forest. Unlike most ducks, they are happy and content just living within the confines of their pond. The kids, Dax and Gwen, want to migrate to Jamaica, but their overprotective father (Mack) will not even let them outside the pond. However after a flock of migrating ducks invites them to join them, Mack says no but is finally persuaded by his wife Pam and Uncle and they begin their flight to Jamaica. Well they get lost in a rainstorm and go in the wrong direction and end up in New York City. They meet a pigeon named Chump and she leads them to a her friend, Delroy, a Scarlet Macaw from Jamaica. Delroy has been caged by a ruthless master chef whose specialty is Duck a L orange. They manage to free Delroy, who joins them as their guide. But the evil chief is after them. He wants his precious Macaw back and he wants the duck family for dinner. ""He's like a predator, but instead of eating you, he serves you to a bunch of lazier predators"" - Chump Migration is a OK film. The story is predictable and plays more like a TV series. It does have a few laughs and Awkwafina is always good. Nothing special, just a mildly entertainingly family film. Cast - Elizabeth Banks, Awkwafina, Kumail Nanjiani, Keegan-Michael Key, Danny DeVito.",3.0,migration_2023,neutral
This movie tells us that we are not lonely,5.0,winged_migration,positive
A very good family film with lots of laughter and a fast paced story.,5.0,migration_2023,positive
Caught it at Woodlane speech theatre this week. Beautiful but a bit deadening sometimes. Interest to get wind the birds ' behaviours but it ' s hard to understand what and why they do what they do when no i ' s explaining it to you.,3.0,augmented,neutral
he found his father yey,5.0,land_before_time_x_the_great_longneck_migration,positive
This is very enlightening about birds! So many beautiful shots from all around the world and great film making!,4.5,winged_migration,positive
"It was cute, but many unrealistic things occurred in the film, which might confuse young smart kids that are readers & inquisitive & ask a lot of questions!",3.0,migration_2023,neutral
"Engaging and exquisite. Warning: it's also brutal, in some segments.",4.0,winged_migration,positive
Cute but generic storyline,3.0,migration_2023,neutral
Movie was great for kids. Only thing part of Dispicable Me played before Migratiion so I thought we were at the wrong movie. Other patrons thought the same and checked with staff and were told that a short clip(not a preview) would run first.,4.5,migration_2023,positive
Fantastic kids movie! Even as an adult it was very enjoyable. Plenty of laughs all the way to the end!,4.0,migration_2023,positive
it is a incredible world.,5.0,winged_migration,positive
The Long neck is my favorite spieces of dinosaurs and in these movie you get the idea that there's many different kinds of long necks! My favorite long neck I think is the Diplodocus and Barosaurus!,5.0,land_before_time_x_the_great_longneck_migration,positive
"Passably tedious, amazing shots, but nevertheless, boring as hades.",1.0,augmented,negative
I really liked this movie. It had a lot of character and touching moments. Made everyone in my group smile and the main villain didn’t take up too much of the story. I’m happy there’s still a studio out there with talent and creativity!,5.0,migration_2023,positive
one cried when ace go through this!,1.0,augmented,negative
It was an enjoyable movie.,4.0,migration_2023,positive
"I was skeptical about this one because I am not exactly a nature documentary person, but this has some simply astonishing footage in it. I still have no idea how some of it was achieved.",4.5,winged_migration,positive
The effective parts were show in the trailer. This motion picture wasn ' t good story or cute (except for the very last scene ). This movie scared my 6 year old granddaughter and her 7 class old friend. I wouldn ' t recommend this to other parents.,1.0,augmented,negative
"My 6-year-old loved it, and I did, too!",5.0,migration_2023,positive
"I absolutely love this movie! I finally own it now and am amazed how much effort was put into it! The music was fantastic and oddly worked well with most of the scenes..... the narration was good coming in when needed, though i prefered subtitles.... the only thing that upset me abit was that the actual birds they had never really joined to migrate with the rest of the species... it was sad that they just traveled to places with the birds in cages ... and the birds never really knew what to do when they met up with other migrating birds... so they always came back to the owners :-(",5.0,winged_migration,positive
A fun movie for everyone.,5.0,migration_2023,positive
"I enjoyed this beautiful look at birds. Amazing footage, but I'm more partial to Planet earth and Baraka.",4.0,winged_migration,positive
"A complete embarrassment to Illumination. The film's story feels like a complete rip-off of Rio and Chicken Run, which couldn't have been a coincidence because Chicken Run 2 was released around the same time as this film, at least in the US because this film didn't get released in the UK until 2024. The characters are all forgettable, even having Awkwafina doesn't help justify it. (Although I love Awkwafina's acting.) They released a short film to accompany this film's theatrical release called ""Mooned"" which shows what happened to Vector after the events of the first Despicable Me film, but I feel like they were using that to get people to buy tickets to a film that is not worth your time. Also, it feels like this was rushed so Illumination could work mostly on the Mario Movie, because of the amount of forced creative decisions the film had. So, in conclusion, Migration is an embarrassment to Illumination and a waste of my time.",1.0,migration_2023,negative
"Brilliant. The skill and dedication it took to get such beautiful footage is amazing. I think the lack of dialogue is one of the films best attributes, especially when contrasted with the crappy âcharacterisationâ forced onto the subjects in March of The Penguins.",4.5,winged_migration,positive
It was a well made movie and we always love coming to this theater to watch it on the big screen.,5.0,migration_2023,positive
"it was ok for a kids movie, not my favorite. there are worse ones",3.0,migration_2023,neutral
"Great family movie for kids and adults. Full of love, suspense, optimism and bravery.",5.0,migration_2023,positive
"Amazing footage. Wondrous and emotionally engaging, and I don't even like birds.",4.0,winged_migration,positive
My 6 year old loved it,5.0,migration_2023,positive
Migration is a dazzling animated outing featuring a wonderful message about family.,3.5,migration_2023,positive
Funny...........................,5.0,land_before_time_x_the_great_longneck_migration,positive
The movie was full of adventure and cute family situations. I loved the movie and my 9 year old did as well. 5 stars.,5.0,migration_2023,positive
Didn't even know they 10 of these the 1st 5 were good,3.0,land_before_time_x_the_great_longneck_migration,neutral
Fantastic cinematography but not much else.,3.0,winged_migration,neutral
"Except for a few rare incidents of stupid or poop, it was totally delightful and held my Kindergartners attention the entire time.",4.5,migration_2023,positive
